id_cliente,nombre_cliente,ocupacion,ingreso_mensual_declarado,nivel_riesgo_kyc,fecha_alta_sistema
CLI-01110,Srita. Abril Heredia,Profesionista Independiente,47336.92,Medio,2024-12-11
CLI-01111,Noemí Ríos Peralta,Estudiante,6419.71,Bajo,2024-11-22
CLI-01112,Carmen Elsa Villanueva Jaimes,Profesionista Independiente,40550.16,Medio,2025-05-20
CLI-01113,Raúl Rafaél Salas,Empleado Sector Privado,17791.33,Medio,2023-12-11
CLI-01114,Frida Ivonne Mojica,Desempleado,3588.17,Alto,2025-10-15
CLI-01115,Indira Esmeralda Muñiz Ávalos,Empresario / Comerciante,153056.13,Alto,2024-09-21
CLI-01116,Luis Miguel Augusto Tovar,Estudiante,4405.0,Bajo,2026-02-21
CLI-01117,Uriel Timoteo Benítez Garica,Estudiante,3108.69,Bajo,2025-12-17
CLI-01118,Rosa Barragán Lira,Empleado Sector Privado,27755.99,Medio,2024-06-12
CLI-01119,Oswaldo Fonseca Yáñez,Empleado Sector Privado,12225.39,Medio,2024-05-05
CLI-01120,Ignacio Rivero,Empresario / Comerciante,97104.25,Alto,2025-08-21
CLI-01121,Luz Escobar Ruiz,Profesionista Independiente,57931.57,Medio,2026-06-01
CLI-01122,Hilda Mesa Sepúlveda,Profesionista Independiente,41210.73,Medio,2023-09-21
CLI-01123,Lic. Oswaldo Cruz,Jubilado,5148.66,Bajo,2026-04-15
CLI-01124,Lic. Iván Luevano,Desempleado,1438.21,Alto,2026-02-22
CLI-01125,Ing. Olga Delgadillo,Empleado Sector Privado,14050.1,Medio,2024-02-17
CLI-01126,Dra. Mitzy Meraz,Estudiante,4792.37,Bajo,2025-01-29
CLI-01127,Zeferino Orosco,Empleado Sector Privado,25378.75,Medio,2024-02-15
CLI-01128,Srita. María Luisa Esquibel,Jubilado,17000.38,Bajo,2025-12-13
CLI-01129,Ing. Agustín Granados,Desempleado,3079.36,Alto,2023-12-04
CLI-01130,Paola Arias Robledo,Desempleado,469.66,Alto,2024-09-21
CLI-01131,Magdalena Prieto Aponte,Profesionista Independiente,31539.48,Medio,2024-06-16
CLI-01132,Ing. Reina Gallardo,Empleado Sector Privado,19231.24,Medio,2025-06-25
CLI-01133,Trinidad Alejandra Valencia Escalante,Empleado Sector Privado,27780.0,Medio,2023-12-30
CLI-01134,Fabiola Aguilar Partida,Empresario / Comerciante,199546.97,Alto,2026-01-10
CLI-01135,Julio César Apodaca,Jubilado,9857.12,Bajo,2023-08-02
CLI-01136,Espartaco Uriel Espinosa Marín,Desempleado,2196.94,Alto,2024-10-16
CLI-01137,Sra. Luz Heredia,Empresario / Comerciante,201470.1,Alto,2025-05-11
CLI-01138,Luis Cintrón Polanco,Desempleado,3302.41,Alto,2025-02-07
CLI-01139,Mayte Quezada Orozco,Empleado Sector Privado,34451.28,Medio,2023-07-08
CLI-01140,Helena Sonia Marroquín,Jubilado,16350.76,Bajo,2023-07-25
CLI-01141,René Lucas Sotelo,Estudiante,5153.04,Bajo,2025-03-20
CLI-01142,Julio Jacobo Tórrez Cisneros,Jubilado,14148.96,Bajo,2025-10-18
CLI-01143,Frida Gaytán Romo,Estudiante,7503.47,Bajo,2025-08-11
CLI-01144,Srita. Sonia Olivares,Estudiante,2370.55,Bajo,2024-08-27
CLI-01145,Lic. Federico Arevalo,Jubilado,16737.55,Bajo,2023-10-16
CLI-01146,Noelia Barrios,Empleado Sector Privado,30899.16,Medio,2024-04-11
CLI-01147,Jaime Escobedo,Empleado Sector Privado,17429.73,Medio,2023-07-16
CLI-01148,Helena Gracia,Jubilado,10743.93,Bajo,2025-05-31
CLI-01149,Nadia Luz Rocha,Desempleado,821.61,Alto,2025-01-02
CLI-01150,Ing. Emilio Velázquez,Jubilado,11354.76,Bajo,2026-03-19
CLI-01151,Yeni Portillo,Jubilado,10791.27,Bajo,2025-04-19
CLI-01152,Octavio Blanco,Estudiante,4720.59,Bajo,2025-11-22
CLI-01153,Ing. Alonso Trejo,Jubilado,10400.52,Bajo,2026-04-24
CLI-01154,Humberto Gabino Cadena,Jubilado,5750.58,Bajo,2023-08-13
CLI-01155,Rufino Gonzalo Pelayo Elizondo,Empresario / Comerciante,184553.54,Alto,2024-06-29
CLI-01156,Lic. Evelio de la Rosa,Profesionista Independiente,47547.6,Medio,2026-04-24
CLI-01157,Sessa Fabiola Llamas Osorio,Empresario / Comerciante,100891.44,Alto,2023-08-23
CLI-01158,Emiliano Jorge Luis Martínez Chavarría,Estudiante,6474.83,Bajo,2023-06-28
CLI-01159,Jonás Terrazas Acuña,Jubilado,5949.38,Bajo,2025-04-23
CLI-01160,Sra. Elvia Rentería,Empresario / Comerciante,118905.77,Alto,2023-12-15
CLI-01161,Salma Zaragoza,Estudiante,5246.98,Bajo,2024-12-18
CLI-01162,Abelardo David Regalado,Estudiante,7607.5,Bajo,2024-12-03
CLI-01163,Micaela María Quiroz,Estudiante,7916.82,Bajo,2026-04-24
CLI-01164,Ing. Juan Montaño,Empresario / Comerciante,56346.97,Alto,2025-03-17
CLI-01165,Srita. Elvira Moya,Empresario / Comerciante,85996.27,Alto,2024-02-13
CLI-01166,Tania Ruby Vergara Venegas,Empleado Sector Privado,37272.31,Medio,2025-08-04
CLI-01167,Yuridia Amanda Noriega Mejía,Desempleado,2583.52,Alto,2024-07-17
CLI-01168,Arturo Pedro Téllez Granados,Empresario / Comerciante,124892.18,Alto,2024-06-01
CLI-01169,Dra. Guadalupe Alonso,Empresario / Comerciante,139707.43,Alto,2024-09-28
CLI-01170,Gonzalo Loera,Empresario / Comerciante,125129.11,Alto,2024-06-25
CLI-01171,Gonzalo Sisneros,Desempleado,3856.58,Alto,2024-12-19
CLI-01172,Sandra Velázquez,Jubilado,6728.87,Bajo,2023-08-21
CLI-01173,Homero Patricio Gamez Muñiz,Profesionista Independiente,20338.49,Medio,2026-04-02
CLI-01174,Augusto Alcala,Jubilado,10109.76,Bajo,2023-06-28
CLI-01175,Carlota Serna Pacheco,Empleado Sector Privado,36019.32,Medio,2025-11-09
CLI-01176,Norma Rosa Bravo Duarte,Empleado Sector Privado,39549.11,Medio,2025-12-04
CLI-01177,Armando Felix Fuentes Longoria,Estudiante,7870.94,Bajo,2024-06-18
CLI-01178,Sessa Marisol Sevilla Alcántar,Empresario / Comerciante,184699.97,Alto,2025-03-23
CLI-01179,Claudia Montenegro Serrato,Jubilado,10513.66,Bajo,2024-05-11
CLI-01180,Sr. Esteban Rivero,Empresario / Comerciante,214672.09,Alto,2026-03-02
CLI-01181,Verónica Zedillo,Empleado Sector Privado,27200.63,Medio,2023-06-30
CLI-01182,Amelia Citlali Heredia Magaña,Empleado Sector Privado,21096.44,Medio,2026-06-04
CLI-01183,Rodolfo Juan Carlos Tovar,Desempleado,3061.96,Alto,2024-04-14
CLI-01184,Ing. Frida Márquez,Estudiante,6856.87,Bajo,2024-04-12
CLI-01185,Renato Ramos,Empresario / Comerciante,172984.64,Alto,2024-03-09
CLI-01186,Judith Alarcón,Estudiante,3444.0,Bajo,2025-08-17
CLI-01187,Ruby Arias Bonilla,Estudiante,2605.38,Bajo,2025-02-26
CLI-01188,Luis Miguel Serafín Ornelas González,Estudiante,4678.65,Bajo,2025-09-17
CLI-01189,Rafaél Miguel Sosa,Desempleado,2813.15,Alto,2024-11-22
CLI-01190,Daniela Eloisa Carrera Riojas,Estudiante,3468.4,Bajo,2023-08-31
CLI-01191,Amelia Castro Cordero,Estudiante,4413.59,Bajo,2026-06-07
CLI-01192,Santiago Leonardo Espinoza,Empleado Sector Privado,29812.07,Medio,2024-06-05
CLI-01193,Trinidad Téllez,Estudiante,2840.81,Bajo,2023-10-14
CLI-01194,Rafaél Rolando Gurule,Profesionista Independiente,25537.27,Medio,2025-04-16
CLI-01195,Sr. Jaime Zaragoza,Desempleado,2304.44,Alto,2025-12-25
CLI-01196,Hugo Ernesto Jimínez Garay,Jubilado,12772.93,Bajo,2023-08-07
CLI-01197,Reynaldo Reynaldo Rubio Niño,Desempleado,3273.53,Alto,2026-02-24
CLI-01198,Carlos Burgos Zavala,Empleado Sector Privado,21958.23,Medio,2024-01-01
CLI-01199,Lucas Juan Carlos Orozco,Empleado Sector Privado,44527.95,Medio,2025-11-10
CLI-01200,Gerónimo Jaimes Alonzo,Jubilado,7873.56,Bajo,2023-08-01
CLI-01201,Ramiro González Benavides,Profesionista Independiente,27381.93,Medio,2024-07-04
CLI-01202,Luz Nava,Jubilado,17330.76,Bajo,2023-11-15
CLI-01203,Conchita Salgado Saiz,Desempleado,3646.31,Alto,2024-07-05
CLI-01204,Ruby Lilia Leal,Desempleado,2715.0,Alto,2023-12-09
CLI-01205,Sr. Luis Caballero,Jubilado,11443.07,Bajo,2025-05-27
CLI-01206,Silvia Dulce Duarte Salinas,Profesionista Independiente,57371.39,Medio,2025-01-31
CLI-01207,Eduardo Serrano,Desempleado,1524.62,Alto,2023-12-07
CLI-01208,Hernán Raya Alfaro,Jubilado,9143.55,Bajo,2025-11-21
CLI-01209,Lucía Aragón,Empresario / Comerciante,131651.84,Alto,2025-07-30
CLI-01210,Georgina Juárez,Profesionista Independiente,31940.71,Medio,2025-03-16
CLI-01211,Lic. Andrés Sierra,Jubilado,11155.74,Bajo,2024-02-17
CLI-01212,Antonio Toledo,Empleado Sector Privado,21924.3,Medio,2023-12-26
CLI-01213,Martha Vázquez,Desempleado,577.41,Alto,2025-01-17
CLI-01214,Anel Baeza,Empresario / Comerciante,232948.23,Alto,2026-01-24
CLI-01215,Ing. Estela Bueno,Jubilado,10364.81,Bajo,2025-06-06
CLI-01216,Manuel Elias Archuleta,Empresario / Comerciante,161457.35,Alto,2024-05-07
CLI-01217,Sra. Hilda Mireles,Empleado Sector Privado,24817.83,Medio,2025-11-18
CLI-01218,Raúl Sergio Pantoja Vallejo,Profesionista Independiente,24150.15,Medio,2024-11-16
CLI-01219,Dr. Jonás Guerrero,Desempleado,316.28,Alto,2023-11-29
CLI-01220,Josefina Salcido Madrigal,Empresario / Comerciante,219426.68,Alto,2024-04-19
CLI-01221,Carlota Carlota Quintero Corona,Estudiante,5213.81,Bajo,2024-10-05
CLI-01222,Sr. Emiliano Rojo,Empleado Sector Privado,13700.71,Medio,2023-08-15
CLI-01223,Luis Manuel Gilberto Nazario Farías,Empresario / Comerciante,184734.38,Alto,2024-02-25
CLI-01224,Joaquín Delgado,Jubilado,5514.12,Bajo,2025-03-14
CLI-01225,Sara Montez Hernádez,Estudiante,3128.98,Bajo,2023-06-13
CLI-01226,Ing. Raúl Urrutia,Jubilado,14415.97,Bajo,2024-05-08
CLI-01227,Marisol Cintrón Hinojosa,Jubilado,7821.21,Bajo,2025-05-07
CLI-01228,Ing. Gerardo Salas,Empleado Sector Privado,40692.64,Medio,2025-02-26
CLI-01229,Víctor Arenas Madrid,Profesionista Independiente,28643.46,Medio,2025-11-18
CLI-01230,Jerónimo Jacinto Chacón Leal,Estudiante,3270.85,Bajo,2024-01-20
CLI-01231,Jacinto Carrillo Jaimes,Empleado Sector Privado,43748.56,Medio,2024-05-04
CLI-01232,Óliver Francisco Lira Rivera,Estudiante,6481.28,Bajo,2025-04-03
CLI-01233,Clemente Arreola Salas,Empresario / Comerciante,232888.26,Alto,2025-12-16
CLI-01234,Eugenio Adalberto Collazo Briseño,Desempleado,2417.61,Alto,2023-12-03
CLI-01235,Joaquín Cristobal Vanegas Lemus,Empleado Sector Privado,25088.86,Medio,2024-12-01
CLI-01236,Gilberto Candelaria Domínguez,Empleado Sector Privado,30218.62,Medio,2023-10-08
CLI-01237,Ing. José María Villagómez,Profesionista Independiente,32129.78,Medio,2024-10-14
CLI-01238,Miguel Luevano,Jubilado,13433.38,Bajo,2025-01-25
CLI-01239,Lic. Mauricio Arriaga,Profesionista Independiente,26770.27,Medio,2026-06-03
CLI-01240,Elias José Manuél Godoy Santacruz,Jubilado,16476.56,Bajo,2026-03-16
CLI-01241,Gerónimo Portillo,Empresario / Comerciante,69721.65,Alto,2023-07-15
CLI-01242,Dr. Vicente Casillas,Desempleado,1877.96,Alto,2025-12-11
CLI-01243,Timoteo Saiz,Profesionista Independiente,56144.87,Medio,2024-07-15
CLI-01244,Micaela Irma Botello,Profesionista Independiente,29081.49,Medio,2024-12-26
CLI-01245,Ramón Agustín Gallardo,Estudiante,5375.15,Bajo,2025-05-19
CLI-01246,Salvador David Anguiano,Empleado Sector Privado,36461.33,Medio,2023-06-24
CLI-01247,Pamela Almanza Soria,Estudiante,3564.64,Bajo,2025-12-17
CLI-01248,Catalina Prieto,Jubilado,12528.86,Bajo,2024-08-06
CLI-01249,Olga Esther Carreón,Empresario / Comerciante,109038.46,Alto,2024-04-12
CLI-01250,Germán Solano,Empleado Sector Privado,22885.55,Medio,2025-07-24
CLI-01251,Ariadna Paola Carrasco,Empresario / Comerciante,163957.9,Alto,2025-07-13
CLI-01252,Asunción Lucía Paz Zamora,Empleado Sector Privado,28476.95,Medio,2025-12-27
CLI-01253,Abel Enrique Loera,Desempleado,3773.86,Alto,2024-08-27
CLI-01254,Margarita Peralta Cepeda,Profesionista Independiente,26579.7,Medio,2025-08-23
CLI-01255,Dolores Karla Pacheco Ballesteros,Empresario / Comerciante,243301.65,Alto,2024-03-28
CLI-01256,Srita. Alma Olvera,Desempleado,2958.38,Alto,2025-09-17
CLI-01257,Tomás Reynaldo Rael,Empresario / Comerciante,83646.73,Alto,2025-06-03
CLI-01258,Jaqueline Susana Cordero Huerta,Profesionista Independiente,22616.96,Medio,2024-02-05
CLI-01259,Nicolás Jaime Arce Rael,Desempleado,2186.19,Alto,2026-03-21
CLI-01260,Mateo Ricardo Mojica Moreno,Empleado Sector Privado,42257.68,Medio,2024-05-18
CLI-01261,Srita. Fabiola Valdés,Jubilado,17874.21,Bajo,2024-02-16
CLI-01262,Dulce María Acuña Mota,Estudiante,5143.67,Bajo,2024-11-18
CLI-01263,Sra. Amelia Arredondo,Estudiante,7671.13,Bajo,2024-11-29
CLI-01264,Maximiliano Arenas Mojica,Desempleado,194.06,Alto,2025-08-26
CLI-01265,Rubén Miguel Armendáriz,Estudiante,4474.35,Bajo,2023-08-08
CLI-01266,Aldonza Susana Samaniego,Desempleado,925.73,Alto,2023-11-10
CLI-01267,Nayeli Sosa,Desempleado,604.12,Alto,2025-10-08
CLI-01268,Celia Fabiola Alcaraz Salgado,Empleado Sector Privado,28689.19,Medio,2025-08-16
CLI-01269,Ing. Jos Salinas,Profesionista Independiente,17720.26,Medio,2023-08-08
CLI-01270,Débora Zambrano Calvillo,Desempleado,2667.02,Alto,2025-08-08
CLI-01271,María José Rosa Peralta,Jubilado,16865.77,Bajo,2026-01-14
CLI-01272,Jerónimo Benito Villalobos,Desempleado,1951.42,Alto,2024-11-28
CLI-01273,Lic. Rolando Lozada,Estudiante,5193.27,Bajo,2023-06-18
CLI-01274,Carlos Zayas Hernandes,Empresario / Comerciante,52370.19,Alto,2023-09-10
CLI-01275,Wendolin Muro,Jubilado,14388.51,Bajo,2024-07-21
CLI-01276,Gilberto Alonzo Ulibarri,Jubilado,17707.23,Bajo,2025-11-25
CLI-01277,Ivonne Nayeli Colón,Estudiante,5013.3,Bajo,2023-12-29
CLI-01278,Magdalena Verónica Fernández,Desempleado,2696.13,Alto,2024-11-26
CLI-01279,Sr. Evelio Llamas,Empleado Sector Privado,15531.54,Medio,2023-08-15
CLI-01280,Salvador Reynaldo Carranza Valencia,Estudiante,5146.31,Bajo,2024-01-19
CLI-01281,Virginia Rascón Velasco,Empleado Sector Privado,18333.76,Medio,2024-12-14
CLI-01282,Rodrigo Marcos Samaniego,Jubilado,8281.44,Bajo,2025-07-06
CLI-01283,Alejandro Casas,Profesionista Independiente,27029.61,Medio,2024-09-03
CLI-01284,Bernardo Bernabé Gaitán Marín,Empresario / Comerciante,65803.85,Alto,2025-01-31
CLI-01285,Lic. Miguel Ángel Mota,Empresario / Comerciante,141799.55,Alto,2026-02-05
CLI-01286,Antonia Frida Romo Rodríguez,Empleado Sector Privado,44677.69,Medio,2024-09-21
CLI-01287,Sr. Felipe Mejía,Empleado Sector Privado,21899.16,Medio,2023-07-16
CLI-01288,Leticia de la Torre Vargas,Estudiante,5922.41,Bajo,2023-06-23
CLI-01289,Norma Berríos Montemayor,Desempleado,3038.34,Alto,2025-02-12
CLI-01290,Carla Cortez Palomo,Estudiante,4431.67,Bajo,2025-11-13
CLI-01291,Jaime Salvador Porras Matos,Empresario / Comerciante,160540.29,Alto,2023-09-23
CLI-01292,Marcela María Cristina Camarillo,Estudiante,5820.49,Bajo,2023-08-14
CLI-01293,Fernando Villa Carvajal,Desempleado,685.53,Alto,2023-08-16
CLI-01294,Ángel José Eduardo Cantú,Empresario / Comerciante,219065.96,Alto,2024-09-10
CLI-01295,Caridad Miriam Villanueva Esparza,Desempleado,3137.51,Alto,2023-11-05
CLI-01296,Alonso Bonilla Llamas,Jubilado,17705.28,Bajo,2025-01-05
CLI-01297,Eduardo Gamez,Estudiante,7368.75,Bajo,2025-08-29
CLI-01298,Uriel Mateo,Estudiante,3378.6,Bajo,2023-10-15
CLI-01299,Ing. Humberto Sotelo,Desempleado,3550.22,Alto,2023-11-27
CLI-01300,Mariana Abril Rosado Girón,Empresario / Comerciante,104219.01,Alto,2024-05-24
CLI-01301,Julio Yáñez,Estudiante,6106.57,Bajo,2024-02-24
CLI-01302,Raúl Rufino Centeno,Profesionista Independiente,55469.02,Medio,2023-06-13
CLI-01303,Cristobal Felix Becerra,Jubilado,13555.42,Bajo,2025-07-01
CLI-01304,Srita. Patricia Gómez,Empleado Sector Privado,42649.29,Medio,2025-07-28
CLI-01305,Mariano César Solorio Bueno,Profesionista Independiente,15704.61,Medio,2026-04-13
CLI-01306,Cornelio Terán,Empleado Sector Privado,31372.19,Medio,2023-12-06
CLI-01307,Minerva Aguayo,Desempleado,3283.61,Alto,2025-04-30
CLI-01308,Mercedes Regalado Jurado,Estudiante,3795.66,Bajo,2025-05-19
CLI-01309,Sergio Leal,Jubilado,8126.14,Bajo,2023-06-20
CLI-01310,Jerónimo Rolando Quiroz Cordero,Empresario / Comerciante,185406.99,Alto,2025-09-06
CLI-01311,Srita. Ivonne Ledesma,Jubilado,9312.49,Bajo,2025-05-23
CLI-01312,Lic. Alvaro Orta,Desempleado,559.8,Alto,2025-07-09
CLI-01313,Sra. Minerva Pérez,Desempleado,2896.65,Alto,2025-03-11
CLI-01314,Abelardo Rubén Salazar Razo,Jubilado,14690.94,Bajo,2025-07-06
CLI-01315,Ing. Lucas Delgado,Profesionista Independiente,17416.34,Medio,2023-12-28
CLI-01316,Ing. Violeta Toledo,Empresario / Comerciante,96428.8,Alto,2026-04-21
CLI-01317,Gregorio José Carlos Luevano,Estudiante,4043.56,Bajo,2024-05-22
CLI-01318,Lic. Paola Gaitán,Jubilado,17413.16,Bajo,2025-10-09
CLI-01319,Ing. Elias Garibay,Empresario / Comerciante,243784.11,Alto,2024-11-15
CLI-01320,Miguel Ángel Lorenzo Roybal Ledesma,Profesionista Independiente,16333.15,Medio,2025-06-14
CLI-01321,Espartaco Rentería,Profesionista Independiente,50259.67,Medio,2023-11-08
CLI-01322,Sofía Leticia Alfaro Terrazas,Empresario / Comerciante,148120.69,Alto,2024-05-14
CLI-01323,Sr. Reynaldo Vera,Profesionista Independiente,39886.7,Medio,2024-11-18
CLI-01324,Zacarías Juan Carlos Viera,Empresario / Comerciante,136369.59,Alto,2024-09-12
CLI-01325,Mitzy Bahena,Desempleado,2343.5,Alto,2026-04-15
CLI-01326,José Eduardo Vela,Empresario / Comerciante,67138.82,Alto,2024-08-05
CLI-01327,Estela Minerva Bermúdez,Jubilado,8839.93,Bajo,2024-04-07
CLI-01328,Horacio Maximiliano Balderas,Empleado Sector Privado,35532.58,Medio,2026-02-27
CLI-01329,María Cristina Paulina Sáenz Alonzo,Estudiante,3607.83,Bajo,2024-12-22
CLI-01330,Raquel Antonia Garrido,Empresario / Comerciante,192335.43,Alto,2023-07-08
CLI-01331,Evelio Adán Rosado Saucedo,Desempleado,617.11,Alto,2025-01-06
CLI-01332,Alvaro Almonte Benítez,Empresario / Comerciante,113335.65,Alto,2025-07-16
CLI-01333,Sr. Serafín Soria,Estudiante,2549.12,Bajo,2023-08-02
CLI-01334,Susana Guillermina Valenzuela,Profesionista Independiente,35013.11,Medio,2025-06-14
CLI-01335,Serafín Griego Cabán,Profesionista Independiente,19600.41,Medio,2025-05-07
CLI-01336,Felix Rufino Beltrán,Estudiante,3124.35,Bajo,2025-09-12
CLI-01337,Rolando Maximiliano Piña,Empresario / Comerciante,161397.01,Alto,2024-03-17
CLI-01338,Eric Enrique Zambrano Orosco,Jubilado,10304.57,Bajo,2025-01-13
CLI-01339,Sofía Rocío Santana Baeza,Estudiante,2537.71,Bajo,2024-11-29
CLI-01340,Ing. Trinidad Valdivia,Jubilado,6209.84,Bajo,2025-06-19
CLI-01341,Dra. Angélica Limón,Jubilado,15197.7,Bajo,2026-01-31
CLI-01342,Evelio Cardenas Casárez,Empresario / Comerciante,52468.12,Alto,2025-07-28
CLI-01343,Lucía Irizarry,Empresario / Comerciante,127559.91,Alto,2026-05-07
CLI-01344,Gregorio Bernardo Olivárez,Estudiante,6349.06,Bajo,2025-11-23
CLI-01345,Sr. Jacobo Nevárez,Jubilado,16767.7,Bajo,2024-11-05
CLI-01346,Patricio Wilfrido Venegas,Empleado Sector Privado,30874.69,Medio,2025-09-28
CLI-01347,Frida Salma Rivas,Empleado Sector Privado,34615.43,Medio,2025-08-19
CLI-01348,Leonor Rael,Empleado Sector Privado,16581.72,Medio,2025-09-17
CLI-01349,Rodrigo Osorio Molina,Profesionista Independiente,27078.31,Medio,2025-10-03
CLI-01350,Adela Zoé Lira,Empleado Sector Privado,14087.82,Medio,2025-03-14
CLI-01351,Margarita Galarza,Empresario / Comerciante,105192.37,Alto,2024-03-07
CLI-01352,Lucía Marisol Gaona Zedillo,Profesionista Independiente,36790.41,Medio,2024-11-03
CLI-01353,Emiliano Griego Quesada,Estudiante,4166.75,Bajo,2024-11-25
CLI-01354,Dr. Pedro Ocampo,Empleado Sector Privado,35789.68,Medio,2025-09-30
CLI-01355,Rocío María Teresa Partida León,Empresario / Comerciante,168761.28,Alto,2023-11-11
CLI-01356,Emilio José Luis Vélez Segura,Empleado Sector Privado,27109.43,Medio,2025-08-26
CLI-01357,Leonardo Zeferino Arreola Acosta,Empleado Sector Privado,22053.71,Medio,2025-03-22
CLI-01358,Srita. Elena Parra,Empresario / Comerciante,116443.44,Alto,2023-07-14
CLI-01359,Aurora Marcela Zarate,Jubilado,9938.57,Bajo,2023-07-18
CLI-01360,Angélica Treviño Garay,Profesionista Independiente,34810.03,Medio,2025-10-15
CLI-01361,Dra. Socorro Tijerina,Empresario / Comerciante,213095.09,Alto,2026-05-01
CLI-01362,Cornelio Moya Mora,Desempleado,3896.9,Alto,2024-04-23
CLI-01363,Delia Julia Lara Cruz,Empleado Sector Privado,21914.36,Medio,2026-02-04
CLI-01364,María Cristina Mitzy Ramón Montes,Jubilado,17314.63,Bajo,2025-09-26
CLI-01365,Patricio Alfonso Ordóñez,Empleado Sector Privado,27807.32,Medio,2023-11-18
CLI-01366,Sra. Angélica Briseño,Empleado Sector Privado,43830.96,Medio,2026-05-26
CLI-01367,Inés María José Tovar,Profesionista Independiente,28115.17,Medio,2025-10-15
CLI-01368,José María Ureña Varela,Desempleado,2531.61,Alto,2023-09-21
CLI-01369,Patricia Conchita Gil,Jubilado,15165.67,Bajo,2025-05-21
CLI-01370,Magdalena Reina de Jesús Valadez,Profesionista Independiente,31922.49,Medio,2023-12-12
CLI-01371,Srita. Débora Pacheco,Empresario / Comerciante,123003.11,Alto,2025-12-21
CLI-01372,Noelia Riojas,Jubilado,7597.4,Bajo,2026-02-17
CLI-01373,Asunción Mercedes Ruelas,Jubilado,7339.05,Bajo,2025-09-20
CLI-01374,Zacarías Niño,Jubilado,5349.91,Bajo,2024-10-21
CLI-01375,Tania Cadena Calvillo,Desempleado,1846.49,Alto,2026-05-04
CLI-01376,Amador Rubén Vigil Romero,Desempleado,838.59,Alto,2025-04-20
CLI-01377,Irene Daniela Pineda Armas,Profesionista Independiente,52407.68,Medio,2023-12-28
CLI-01378,Lic. Bernardo Acosta,Estudiante,6913.79,Bajo,2025-11-27
CLI-01379,Amanda Sánchez,Empresario / Comerciante,184595.53,Alto,2025-06-15
CLI-01380,José Manuél Marcos Fonseca Anaya,Empleado Sector Privado,32900.09,Medio,2025-12-02
CLI-01381,Gregorio Alonso Zaragoza,Empleado Sector Privado,20338.5,Medio,2025-04-19
CLI-01382,Ing. Gonzalo Gallegos,Empleado Sector Privado,35602.8,Medio,2025-12-18
CLI-01383,Luis Manuel Adalberto Sevilla,Empresario / Comerciante,64793.03,Alto,2025-05-08
CLI-01384,Octavio Arturo Quiñones,Jubilado,11230.05,Bajo,2025-07-29
CLI-01385,Isabel Magdalena Anguiano,Empresario / Comerciante,156873.48,Alto,2024-07-17
CLI-01386,Aida Huerta Muñoz,Desempleado,1673.2,Alto,2025-10-21
CLI-01387,Jacobo Ávalos,Estudiante,6744.33,Bajo,2024-02-25
CLI-01388,Alejandra Covarrubias Pantoja,Profesionista Independiente,46573.54,Medio,2025-06-14
CLI-01389,Micaela Isabela Mondragón,Jubilado,12719.66,Bajo,2025-06-27
CLI-01390,Paulina Nadia Cano,Estudiante,2656.22,Bajo,2024-10-19
CLI-01391,Gloria Teresa Archuleta,Empleado Sector Privado,33700.85,Medio,2024-10-09
CLI-01392,Iván César Rosado,Profesionista Independiente,22485.23,Medio,2023-07-06
CLI-01393,Alma Sisneros Valles,Jubilado,5575.86,Bajo,2024-02-19
